title,company,location,description,data_science_job
Intern/ Working Student (f/m/d): SAP Innovation Center Network,SAP,Potsdam,"Student (f/m/d) at a university or university of applied science.Work Area: Software-Design and Development.Location: Potsdam, Munich, Walldorf or Karlsruhe.",0.0
Intern/ Working Student Performance Marketing Nordics (f/m/d),Holidu GmbH,München,"Quantitative mindset and desire to work with data and to constantly improve.Studies in business, economics, physics, computer science or related.",0.0
Intern/Working Student (f/m/d)- Data Science and Machine Learning - SAP Intelligent Data & Analytics,SAP,Walldorf,"Tasks will include working on and driving data science projects via the creation of mathematical models, statistical analyses as well as their computational…",1.0
Intern/Working Student Performance Marketing APP promotion (f/m/d),Holidu GmbH,München,"Quantitative mindset and desire to work with data and to constantly improve.Studies in business, economics, physics, computer science or related.",0.0
Intern/Working Student Performance Marketing DACH (f/m/d),Holidu GmbH,München,"Quantitative mindset and desire to work with data and to constantly improve.Studies in business, economics, physics, computer science or related.",0.0
Intern/Working Student/Thesis (f/m/d): Software to Improve the Productivity of SAP HANA Developers,SAP,Walldorf,Student of computer science or related fields at a higher education institution.SAP HANA is a powerful data management platform for real-time business…,0.0
Intern/Working Student/Thesis Student (f/m/d): SAP HANA Cloud and Continuous Software - Student,SAP,Walldorf,Student of computer science or related fields at a higher education institution.SAP HANA is a powerful data management platform for real-time business…,0.0
Intern/Working Student/Thesis Student (f/m/d): SAP HANA Software Quality Improvements - Student,SAP,Walldorf,SAP HANA is a powerful data management platform for real-time business applications.Currently enrolled student (f/m/d) of computer science or related fields at…,0.0
Intern/Working Student/Thesis Student (f/m/d): Usage Data Analysis for SAP HANA Cloud - Student,SAP,Walldorf,This topic is about technical usage data and not about not customer data.Should have a basic understanding of software quality and interest in data exploration…,1.0
Internship (w/m/x) - Elevator Ventures,Raiffeisen Capital Management,Deutschland,"Currently ongoing studies at a university or college, preferably within business, computer science, data science or studies related to innovation or…",0.0
Internship LS ACE (Research and Strategy) (all genders),Merck KGaA,Darmstadt,"Good numerical and data analytics skills to combine, prepare, and analyze data.Good ability to program basic dashboards on our data platform.",1.0
Internship Machine Learning - AI Solutions (m/f/d),Linde Gas GmbH,München,"You have profound software development/data science experience (preferably in an engineering or technology role).Pullach nearby Munich, Germany (req1706).",1.0
Internship Pricing & Monetization Consulting,Axel Springer,Berlin,"Identify market trends, carry out market research, develop new products, analyze customer and competitor data, prepare presentations, and determine the impact…",1.0
Internship in Digital Transformation at Finance & Controlling starting,Mercedes-Benz AG,Sindelfingen,"Enthusiasm for working with data in a dynamic environment is mandatory.Ideally, experiences in process analysis & automation, database programming or…",1.0
Internship in Machine Learning and Artificial Intelligence,Gründer-Institut Heidelberg,Heidelberg,You put your knowledge in the field of data science and software engineering into practice with real data.You are directly involved in the development of data…,1.0
Internship in Market Analytics (m/f/d),Bilfinger,Heidelberg,"First, some data on the growth of Bilfinger Digital Next GmbH.Nice to have: Python knowledge in the context of data analysis.What you bring to the table:",1.0
Internship in Medical - 3D Printing and Electronics,Henkel,Düsseldorf,"Student who has successfully passed first semesters of science studies, ideally focused on medicine, chemistry or material science.",0.0
Internship in User Experience & Design (m/f/d),Bilfinger,Heidelberg,"Collaboration with sales, business developers, industry, data and IT experts.Bilfinger Digital Next GmbH is a startup of more than 35 experts headquartered…",0.0
Internship in User Experience & Design (m/f/d),Bilfinger,Heidelberg,"Collaboration with sales, business developers, industry, data and IT experts.Bilfinger Digital Next GmbH is a startup of more than 35 experts headquartered…",0.0
Internship/ Intern (m/f/d) Digital R&D,Covestro,Leverkusen,"Ideally, you have skills in the area of computational chemistry and / or data science.Additionally you will perform analysis, project management, research and…",1.0
Internship/Praktikum: Integrated Development Environment (m/w/x),IBM,Böblingen,"IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition.CV incl. your level of German.",0.0
Internship/Working Student – Data Science/Operations,MERCAVUS,Berlin,"Process and scrape structured and unstructured data sources for product catalogs.You are reliable, detail-oriented, and precise in your work with data sets.",1.0
Internship/thesis: Developing Graphical User Interface,John Deere,Kaiserslautern,Adding data to the data base.Implement various tools for data visualization.Experience in dashboard development and data pipelines.,1.0
Internship: Application Engineering Radar Sensing (f/m/div)*,Infineon Technologies,München,"Bring along knowledge in data processing including algorithms, filters;As first point of contact in technical consulting, Application Engineers help customers…",0.0
Internship: Cloud Software Engineer (confidential computing),IBM,Böblingen,"IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition.Go or Java development language.",0.0
J18099 - Payload Data Ground Segment Systems Engineer (m/w/d),Telespazio VEGA Deutschland GmbH,Darmstadt,You will support a mission-critical payload data ground system providing satellite data products to meteorological services world-wide.,0.0
J20067 - Business Development Director – ICT (m/w/d),Telespazio VEGA Deutschland GmbH,Darmstadt,Telespazio VEGA Deutschland is the first choice European aerospace company for ICT and engineering solutions and services.Data Centre Networking and Security.,0.0
J20080 - Solution Architect - ICT (m/w/d),Telespazio VEGA Deutschland GmbH,Darmstadt,Telespazio VEGA Deutschland is the first choice European aerospace company for ICT and engineering solutions and services.Data Centre Networking and Security.,0.0
JAVA EE-Entwickler (m/w/d),FERCHAU,Hamburg,Sie sind bereit für eine neue Herausforderung?Möchten Ihre Talente in einem innovativen Umfeld beweisen?Und von den Vorteilen eines zuverlässigen Arbeitgebers…,0.0
JUNIOR / SENIOR / MEDIOR ( 3 POSITIONS ) JAVA BACK END DEVELOPER,Templeton and Partners,Dresden,"8+ years from which at least 3 years as a back end Software Developer in a complex, technically demanding and data savvy industry.",0.0
Java Backend Developer (m/w/d),AVANTGARDE Experts,Köln,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…",0.0
Java Big Data Developer,KNIME,Berlin,We are transforming the data science landscape by developing - together with our community - the open source KNIME Analytics Platform that lets data scientists…,1.0
Java Software Engineer (m/w/d),Modis GmbH,Böblingen,"Maintain data quality through ongoing data analysis, record de-duplication and other related tasks and identify and implement process improvements that…",1.0
Java Softwareentwickler / Machine Learning,Brunel,Bremen,Interessieren Sie sich für das hochspannende Thema Machine Learning und sind sicher im Umgang mit Java-Programmierung?,1.0
Java Web Developer (f/m/d),camLine GmbH von ITbavaria.de,Petershausen,"Information on data protection for job applicants.Detailed information concerning data processing in connection with the job application process, is available…",0.0
JavaScript (Senior) Developer (f/m/d) in SAP Analytics Cloud,SAP,Walldorf,University degree in computer science or related technical discipline.Our focus is on planning and presenting data in a table control.WHAT YOU GET FROM US.,0.0
JavaScript Developer (w/m/d),Baqend GmbH,Hamburg,Komm an Bord und werde Teil eines der agilsten und innovativsten Technologie-Startups in Hamburg.Als Forschungs-Spin-Off der Universität Hamburg erforschen und…,0.0
JavaScript Full Stack Working Student,werksta.tt,Aachen,"You studied computer science or similar.You work with data from the real world and solve real problems.Every year, 1.6 billion tons of food worth about $1.2…",0.0
Junior Backend Engineer (m/f/d),solexas GmbH,Karlsruhe,"Degree in computer science or comparable qualifications.Working with agile methods (SCRUM) in an international team of software developers, designers,…",0.0
Junior Backend Engineer (m/f/d),solexas GmbH,Karlsruhe,"Degree in computer science or comparable qualifications.Working with agile methods (SCRUM) in an international team of software developers, designers,…",0.0
Junior Clinical Research Associate,"Medpace, Inc.",München,Our successful Clinical Research Associates possess varied backgrounds in medical and other science-related healthcare fields.,1.0
"Junior Cyber Security Architect (Cloud, IAM, or PKI) (f/m/d)",Siemens AG,München,"You successfully completed your master’s degree in computer science or similar, preferably with a focus on IT security, cyber security or information security…",0.0
Junior Data Analyst *,myToys.de,Berlin,"Alle Mitarbeiterinnen und Mitarbeiter in jeder der 123 Einzelgesellschaften der Otto Group tragen täglich mit innovativen Ideen dazu bei, uns unserem…",1.0
Junior Data Center Technician,Oracle,Frankfurt am Main,"Attain training to act as data centre SME liaison to other technical teams & non-technical teams (e.g networking, compute, compliance, business operations).",0.0
Junior Data Engineer (m/w/d),SKS Unternehmensberatung,Deutschland,"Du legst Wert auf eine Unternehmenskultur, in der flache Hierarchien sowie Kommunikation auf Augenhöhe tatsächlich gelebt werden?",1.0
Junior Data Scientist,7Learnings.com,Berlin,7Learnings helps online retail companies to improve profit margins and increase revenues by optimizing and automating their forecasting and pricing processes.,1.0
Junior Developer (f/m/d) in SAP Cloud Platform Big Data Team,SAP,Walldorf,"Hands-on experience in cloud computing, distributed systems, big data or container technologies.The Cloud Platform Big Data team is responsible for open source…",1.0
Junior Frontend Web/ App Developer (m/w/d),codemanufaktur GmbH,Erlangen,"„Handmade Software“ – wir leben unser Handwerk, unsere Werkstücke sind digital.Wir sind auf die Entwicklung komplexer Individualsoftware und Data Science…",0.0
Junior Full Stack Developer (m/w/d),Digitas Pixelpark,Frankfurt am Main,"Ideally successfully completed training as an IT specialist, web developer, media designer/media technology or completed studies in the fields of computer…",0.0
Junior Full Stack Developer (m/w/d),breos GmbH,Geislingen an der Steige,"Stellenanzeige Anforderungen Junior Full Stack Developer (m/w/d)*.Vollzeit, überwiegend im Homeoffice, sowie in Geislingen an der Steige (Nähe Ulm / Göppingen)…",0.0
Junior Java Developer (f/m/d) GRC Cloud applications- Finance,SAP,Walldorf,"Degree in information technology, computer or natural science, engineering or equivalent subject.The role requires permanent exploration of new technologies…",0.0
Junior Javascript (Web) Engineer (m/f/x) onsite,Scalable Capital GmbH,München,"It is a super challenging product, with great UX, real-time data, graphical visualizations.A university degree in a relevant field of study (e.g. computer…",1.0
Junior Machine Learning Engineer (m/w/d),antwerpes ag,Köln,"ZEIG KÖLN, WAS DU KANNST, ALS.Junior Machine Learning Engineer (m/w/d).Du weißt, wie viel Potenzial in Data Science und KI steckt?Lutz, seit 2007 im Design.",1.0
Junior Online Marketing Manager (m/w/d),datapine GmbH,Berlin,"We have developed a powerful data analysis and visualization solution for small and medium-sized companies.RIB datapine is a young, innovative and fast-growing…",0.0
Junior Partner Manager - EMEA (Berlin),KNIME,Berlin,"We are a rapidly growing, young company developing analytics software for performing advanced data science.Experience with data science, systems integration,…",0.0
Junior Product Manager (m/w/d) Biosciences - DACH,BD,Heidelberg,"Develop and maintain expert market knowledge in terms of quantitative data (e.g. market data, market trends, competitor pricing) and qualitative data (e.g.…",1.0
Junior QA Manager,Lonza,München,"Collect and evaluate on a regular basis KPI data.While we work in science, there's no magic formula to how we do it.",0.0
Junior SAS Programmierer,ClinStat GmbH,Köln,Unser Auftragsinstitut für klinische Forschung und Statistik mit Hauptsitz in Köln und einer.Unserem Schwerpunkt in der statistischen Beratung und Auswertung…,1.0
Junior Sales Manager (m/w/d)(SaaS) - im Smart Energy Startup,GreenPocket GmbH,Köln,"Die Energieversorger auf dem deutschen Markt kennen wir bereits.Nun wird es Zeit, auf dem Markt der Unternehmenskunden Fuß zu fassen.",0.0
Junior Software Developer,FASys Industrie-EDV-Systeme GmbH,Hamburg,Developing concepts for efficient data structures.In particular we process candidates’ personal data to:At any time during the recruitment process you can…,0.0
Junior Software Engineer (f/m/x),D4L data4life gGmbH,Potsdam,Ensure data quality through FHIR profiles.Are you eager to learn new things and implement your own ideas?Would you love to solve technical challenges for our…,0.0
Junior Software Engineer (f/m/x),D4L data4life gGmbH,Potsdam,"Ensure data quality through FHIR profiles.Data4Life ist eine gemeinnützige Organisation, die von der Hasso Plattner Foundation finanziert wird.",0.0
Junior Software Engineer (m/f/d),Honeywell,Mannheim,Develop web frontends in ReactJS according to UI design specification and consume REST endpoints for data exchange.Ensure designs are following specifications.,0.0
Junior Tech & Automation Manager (f/m/d),SHARE NOW,Berlin,"You have a Master Degree in the field of marketing technology, information systems, data engineering, or data science.You could be one of them.",1.0
Junior Web/.Net Developer (f/m/d),XTP AG,Home Office,"Completed computer science studies or comparable qualifications.With our big-data-driven, forensic approach we create transparency of costs, processes and…",0.0
Junior Web/.Net Developer (f/m/d),XTP AG,Home Office,"Completed computer science studies or comparable qualifications.With our big-data-driven, forensic approach we create transparency of costs, processes and…",0.0
Junior-Professur (W1) für Transfer Learning for Microscopic Image Analysis,Land Nordrhein-Westfalen,Düsseldorf,In einer gemeinsamen Besetzung mit dem Forschungszentrum Jülich ist im Fach Informatik an der Mathematisch-Naturwissenschaftlichen Fakultät der Heinrich-Heine…,1.0
Junior/ Senior BI Analyst (f/m/d),WOW Tech Group,Berlin,Support and training of the operational departments in interpreting data and using digital analytics tools as well as our data warehouses.,1.0
Kernel/Hypervisor Engineer,Amazon Development Center DEU,Dresden,Protecting your privacy and the security of your data is a longstanding top priority for Amazon.Please consult our Privacy Notice to know more about how we…,0.0
"Knowledge System Specialist, Intermediate",Intelligent Waves LLC,Stuttgart,"Perform general data administration to include: manually inputting data; creating, modifying, and deleting data (per Government policy parameters); researching…",0.0
Koordinatorin (w/m/d),Deutsches Elektronen-Synchrotron DESY,Hamburg,Das Deutsche Elektronen-Synchrotron DESY mit seinen 2700 Mitarbeiterinnen und Mitarbeitern an den Standorten Hamburg und Zeuthen zählt zu den weltweit führenden…,0.0
Lab Technician - VIE Contract (W/M),Sanofi,Köln,"Adequate knowledge regarding systems managing data of chromatographic systems like Empower, Atlas or comparable systems (Laboratory Information Management…",0.0
Laborant (m/w/d),Lonza,München,"We are in science, but there is no magic formula for how we approach work.This role at Lonza in Visp requires a willingness to move to the Visp region in…",0.0
Lead Clinical Data Manager,Docs Global,Deutschland,"Review clinical data management documents.Provide data management support, oversight and accountability for one or more clinical trials.",1.0
Lead Data Analyst (x/f/m),Doctolib,Berlin,"Within the Data Team, your objective will be to transform big data into smart data to help our teams make informed decisions.Our 6 Doctolib Pillars ""SCALES"":",1.0
Lead Decision Scientist (m/w/d),Bayer,Leverkusen,"Die Decision Science Unit arbeitet global über alle Unternehmensfunktionen im Bayer-Konzern hinweg, unter anderem in den Bereichen Einkauf, Finanzen, Personal…",1.0
Lead Developer (m/f/d),allmyhomes GmbH,Berlin-Kreuzberg,Specialist in Software Application Development or university degree holder in the field of (media) computer science or equivalent.,0.0
Lead Engineer (m/w/d),future demand GmbH,Berlin,We are looking to hire a creative lead engineer with a lean and agile mindset who will form the core of our engineering team developing the platform for…,0.0
Lead Enterprise Architect (m/w/div.),Bosch Group,Stuttgart,"Knowledge: Experience in various fields of architecture design (data architecture, enterprise architecture, solution architecture, business architecture)…",0.0
Lead Marketing - Growth (m/f/d),Project A Ventures,Berlin,"Driving a cost-efficient, data-driven marketing approach.A new team member for one of our portfolio companies which was founded with the aim of providing urban…",0.0
Lead Quality Officer 50% (m/f/d),Hays,Basel,Compilation and review of all the batch data (manufacturing & analytic).Bachelor’s Degree in science with demonstrable QA experience within the pharmaceutical…,0.0
Lehrstuhl für Psychologie mit Schwerpunkt Mensch-Maschine-Interaktion,Universität Passau,Passau,"Die Universität Passau genießt durch exzellente Forschung, innovative Lehre und ein.Dichtes internationales Netzwerk hohe Sichtbarkeit und Ansehen.",0.0
Leiter Einkauf (m/w/d),CENTOGENE GMBH,Rostock,"Deine Karriere bei CENTOGENE beginnt jetzt!Die CENTOGENE GmbH (""CENTOGENE"") ist weltweit führend auf dem Gebiet der genetischen Diagnostik von Erbkrankheiten.",0.0
Leiter/in Data: Insights & Analytics (m/w/d),RTL2 Fernsehen GmbH & Co. KG,Grünwald,"Ganzheitliche Gestaltung der Vision, Strategie und Umsetzung aller Data Analytics- & Research-Aktivitäten für RTLZWEI und El CARTEL MEDIA.",1.0
Linux Safety Expert (m/f/d),Elektrobit Automotive,Erlangen,"You are consolidating partner input into safety case, certification data package and provide feedback to partner.Then, get started with us!",0.0
Linux System Architect (m/w/d),The unbelievable Machine Company GmbH,Berlin,"Werde 'Linux System Architect (m/w/d)' bei \*um in Berlin, Frankfurt am Main und Wien!*.Wir suchen Verstärkung für unser außergewöhnliches Team bei „The…",0.0
Linux System Engineer - Infrastructure Engineering,Zalando,Berlin,"Software Engineering - Computer Science fundamentals (algorithms and data structures) and proficiency in at least one high-level programming language,…",0.0
Low Code Developer (m/w/d) Microsoft Power Platform,Strabag,Stuttgart,"Analyse, Dokumentation und/oder Definition von Workflows.Umsetzung von Applikationen und Prozessautomatisierungen, maßgeblich im Microsoft Power Platform…",0.0
"MANAGER, REGIONAL IT",Collins Aerospace,Heidelberg,Bachelor’s or Master’s degree in information technology/computer science or comparable studies with minimum 6 years of experience.,0.0
MATSE – Mathematisch-technischer Softwareentwickler Studium und Ausbildung (m/w/d) ab/starting: 2021,EUtech Scientific Engineering,Aachen,"Die EUtech Scientific Engineering entwickelt innovative, technologische Lösungen im Bereich der Energie-, Prozess- und Antriebstechnik.",0.0
MSL Diagnostics - North Germany,PTC THERAPEUTICS,Home Office,The MSL – Diagnostics will partner with the clinical science and diagnostics function working in a matrix organization to support early disease recognition and…,0.0
Machine Learning / AI Engineer (w/m/d),Allgeier Enterprise Services AG,Freiburg,Standort: bundesweit,1.0
Machine Learning Engineer,Brunel,Saarbrücken,Möchten Sie die nächste Stufe in Ihrer Karriere erreichen?Bei Brunel haben Sie die Möglichkeit  sich bei namhaften Kunden kontinuierlich weiterzuentwickeln –…,1.0
Machine Learning Engineer (f/m/d),Delicious,Garching bei München,"You have experience working on timeseries data and forecasting problems.As part of our tech team, you will build software to help our customers combat one of…",1.0
Machine Learning Engineer (m/f/x),Segment of One,Home Office,"Core computer science, data structures, and algorithms.Build scalable ML pipelines and prediction systems for transactional shopping data.",1.0
Machine Learning Engineer (m/w/t),Quandoo GmbH,Berlin,"BSc/MSc in Computer Science, Mathematics or any related natural science field,.You will perform exploratory data analysis, build new machine learning models…",1.0
Machine Learning Engineer - Deep Learning Job,Cape Analytics,München,"This data forms the basis for our comprehensive data and analytics solutions.Founded in 2014, Cape Analytics is backed by leading venture firms and innovative…",1.0
Machine Learning Lead (m/f/d),Venturi Germany GmbH,Berlin,Machine Learning Lead (m/f/d)*.As the Machine Learning Lead you will lead a professional team of Machine Learning Engineers and Data Scientists.,1.0
Machine Learning Research Scientist (m/f/d),neurocat GmbH,Berlin,"Strong background in optimization theory, statistics and data analysis.Our office is located directly in the heart of the science park Berlin Adlershof, a…",1.0
Machine Learning Research Scientist (m/f/d),neurocat GmbH,Berlin,"Strong background in optimization theory, statistics and data analysis.Our office is located directly in the heart of the science park Berlin Adlershof, a…",1.0
Machine learning scientist (m/w/d),DEEPSPIN,Berlin,3+ years experience working with images or physical signals (tabular data \\ recommendation systems \\ clustering not relevant).,1.0
Maintenance Engineer,,,The incumbent will have superior ability and skills in the following areas: working independently with minimal supervision from the Senior Operations Engineer,0.0
Maintenance Specialist / Wartungstechniker/in (m/f/d),infarm,Düsseldorf,"Infarm definiert Wachstum neu – 2013 von Osnat Michaeli and den Brüdern Erez and Guy Galonska gegründet, versammelt infarm heute ein stetig wachsendes Team von…",0.0
Maintenance Specialist / Wartungstechniker/in (m/f/d),infarm,Hannover,"Infarm definiert Wachstum neu – 2013 von Osnat Michaeli and den Brüdern Erez and Guy Galonska gegründet, versammelt infarm heute ein stetig wachsendes Team von…",0.0
Maintenance Worker / Wartungstechniker/in (m/f/d),infarm,Münster,"Infarm definiert Wachstum neu – 2013 von Osnat Michaeli and den Brüdern Erez and Guy Galonska gegründet, versammelt infarm heute ein stetig wachsendes Team von…",0.0
Manager (f/m/d) eDiscovery,Ernst & Young,Frankfurt am Main,"A degree in a science-related field (e.g., computer science, mathematics or business information technology).Support our team in identifying information within…",0.0
Manager (m|f|d),Sartorius Corporation,Göttingen,PhD in Biological science or biological engineering.Demonstrated ability to drive and influence multidisciplinary teams such as data scientists and bioprocess…,0.0
Manager (m|f|d) Upstream Research,Sartorius Stedim Biotech,Göttingen,PhD in Biological science or biological engineering.Demonstrated ability to drive and influence multidisciplinary teams such as data scientists and bioprocess…,0.0
Manager (w/m/d) - Process Mining - Advisory (Financial Services),Ernst & Young,Frankfurt am Main,"Gemeinsam zukunftsweisende Lösungen für die Finanzwelt von morgen entwickeln: Das ist das Ziel unserer international auf Banken, Versicherungen und Asset…",1.0
Manager (w/m/d) - Process Mining - Consulting (Financial Services),Ernst & Young,Frankfurt am Main,"Gemeinsam zukunftsweisende Lösungen für die Finanzwelt von morgen entwickeln: Das ist das Ziel unserer international auf Banken, Versicherungen und Asset…",0.0
Manager (w/m/d) Cloud Architecture – Data & Analytics,Ernst & Young,Deutschland,Gemeinsam zukunftsweisende Lösungen für die Wirtschaftswelt von morgen entwickeln: Das ist das Ziel unserer mehr als 11.000 Kolleginnen und Kollegen an…,1.0
Manager Cell Controls Engineering,Tesla,Grünheide,"Programming state machines for complex processes which involve multi-station parallel processing, pick and place automation, data acquisition, and PID control.",0.0
Manager Cybersecurity and Risk Management,Johnson & Johnson Family of Companies,Deutschland,"Experience in securing various levels of the enterprise architecture (data, application, host, middleware, network, Infrastructure).",0.0
"Manager Data Integrity (w/m/d), Pharma Quality",Hox Life,Frankfurt am Main,Sie suchen eine anspruchsvolle und spannende Aufgabe in der Pharmabranche.Zudem verfügen Sie über ausgezeichnete Expertise im Bereich Datenintegrität (DI).,0.0
"Manager Data Integrity (w/m/d), Pharma Quality",Hox Life ,Frankfurt am Main,Sie suchen eine anspruchsvolle und spannende Aufgabe in der Pharmabranche.Zudem verfügen Sie über ausgezeichnete Expertise im Bereich Datenintegrität (DI).,0.0
Manager Tele-Optometry Platform Business (m/w/d),ZEISS Group,Aalen,Entrepreneurial spirit and data driven mentality.Collect and prepare relevant data from potential roll out countries and prepare segmentation and compile base…,1.0
"Manager, Software Development - Redshift",Amazon Development Center DEU,Berlin,"Using Amazon Redshift makes it simple and cost-effective to analyze all your data seamlessly.Amazon Redshift is the leading, fully-managed, petabyte-scale data…",0.0
Mandatory Intern (f/m/d) Informatics at Innovation Think Tank,Siemens AG,Erlangen,We care about your data privacy and take compliance with GDPR as well as other data protection legislation seriously.Fields of working can be:,0.0
Mandatory Internship (m/f/d) Data/ Business Intelligence,TeamViewer Global,Berlin,Collaborate with both data science and data engineering teams to develop common approaches for solving exciting business questions.We don’t wear ties.,1.0
"Manufacturing Data Science Internship, Stamping (m/w/d) - Gigafactory Berlin-Brandenburg",Tesla,Grünheide (Mark),"Passion for pairing old economy and data science.Study background in IT, mathemataics or similar discipline with a focus on data science and statistics.",1.0
Market Research Analyst (f/m/d),Zalando,Berlin,You are providing ideas to further develop our research capabilities and scaling our research toolset in cooperation with the data engineering and data science…,1.0
Marketing Business Intelligence Analyst (m/f/x),HelloFresh,Berlin,You will be utilising various databases and querying/programming languages to access and manipulate the data needed.Experience in e-commerce is a plus.,1.0
Marketing Data Scientist (m/w/d),Karlsberg Service GmbH,Homburg,"Dieser Satz steht in seiner Kürze für einen inhabergeführten Handwerksbetrieb mit Tradition, der für die Herstellung von bemerkenswerten Bieren leidenschaftlich…",1.0
Marketing Manager Online (m/w/d),STATWORX,Frankfurt am Main,"Über STATWORXSTATWORX ist ein Beratungsunternehmen für Data Science, Machine Learning und AI mit Sitz in Frankfurt am Main, Zürich und Wien.",0.0
Marketing Manager-Transportation Sealing (m/f/d),Solvay,Düsseldorf,Solvay is a science company whose technologies bring benefits to many aspects of daily life.Synthesize market data from multiple sources to form strong market…,0.0
Marketing Planner & Controller (m/w/d) – befristet,Klingel Gruppe,Pforzheim,Marketing Planner & Controller (m/w/d) – befristet.Mit mehr als 2.200 Mitarbeitern an 9 Standorten sowie 15 Marken in 12 Ländern ist die KLiNGEL Gruppe der…,0.0
Marketing Technologies Engineer,Gradle Inc.,Berlin,"Gradle marketing is a highly data- and automation-driven environment.Bachelor/Master Degree in an engineering field, computer science, or information systems…",0.0
Marketplace Development & Growth - Parktikant (m/w/d),ARCHIVE GmbH,München,Wir sind ein junges Digitalunternehmen mit Fokus auf die Premium und Luxus Modebranche mit Büros in München und am Bodensee.Wir freuen uns auf deine Bewerbung.,0.0
Marketplace Operations & Business Development - Werkstudent (m/w/d),ARCHIVE GmbH,München,Wir sind ein junges Digitalunternehmen mit Fokus auf die Premium und Luxus Modebranche mit Office in München.Wir freuen uns auf deine Bewerbung.,0.0
Master thesis in the department CoC Big Data and AI starting in January 2021,Mercedes-Benz AG,Böblingen,"Implementation, adaptation and development of the algorithms and application on real-world CAD data.We focus on in-house and external data sources to extract…",1.0
Master thesis in the field of proteomics in collaboration with the IMP Protein Chemistry group of Karl Mechtler,PreOmics GmbH,Martinsried,Basic knowledge in data analysis including database searches and software for quantitative proteomics is desirable.,1.0
"Master thesis „Application of Computer Vision in Agriculture""",John Deere,Kaiserslautern,"Develop suitable algorithms for analyzing Image / Video data from protype sensors (for example image classification, anomaly detection etc.).",1.0
Masterand Data Science (m/w/d),Endress+Hauser,Deutschland,Selbstständige Auswertung von Messdaten zur Überwachung der Wasserqualität in einem Badesee.Zusammenarbeit mit Verantwortlichen für die Messtelle.,1.0
Math Tutor (m/f/d),XU Exponential University of Applied Sciences GmbH,Home Office,"Statistics, in particular data collection, representation, positional measures, scatter, concentration, frequency distribution, correlation and regression…",0.0
Mathematiker zur Tarifierung und Produktgestaltung (w/m/d),HUK-COBURG Versicherungsgruppe,Coburg,"Vollzeit, ab 01.01.2021 in Coburg, unbefristet.Berufserfahrene und Einsteiger finden bei uns neben einem tollen Team aus mehr als 10.000 netten Kollegen und…",0.0
Mechanical Engineer / Project Manager (m/f/d) Temperature Control, Karlsruhe,Thermo Fisher Scientific,"Bonn Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue exceeding $25 billion.How will you make an impact?",0.0
Mechanical Engineer / Project Manager (m/f/d) Temperature Control,Thermo Fisher Scientific,Karlsruhe,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue exceeding $25 billion.How will you make an impact?",0.0
Medical Advisor (m/f/d) Cardio Renal Metabolism,Modis GmbH,Ingelheim am Rhein,"Knowledge of the development and implementation of clinical trials, including data analysis and interpretation preferred.Are you one of them?",1.0
Medical Affairs Information - Regulatory Affairs (m/w/d),Modis GmbH,Frankfurt am Main,Responsible for entering submission material and other documents and relevant data into appropriate RA databases.Are you one of them?What you can do for us.,0.0
Medical Expert (m/f/d),Merz Pharma GmbH,Frankfurt am Main,Reliable and authentic personality with the ability to understand and communicate complex science.To ensure customer awareness you will design and organize…,0.0
"Medical Information Associate (MIA) (f/m/d)""",Adecco Personaldienstleistungen GmbH,Berlin,"BSc or higher in a science/health-related field.Act as a point of contact for other MI staff, ensure country specific data is relevant and up to date and MI is…",0.0
Medical Lead (Neurology) @ Health-Tech Start-Up,Atlantic Labs,Berlin,"We are a diverse, multidisciplinary team with backgrounds in technology, data science, design, patient-focused communications, and clinical research.",0.0
Medical Science Liaison,Alimera Sciences Inc,Würzburg,"Effective and influential communicator - Highly articulate and persuasive during formal and informal presentations; able to convey complex, scientific…",0.0
Medical Science Liaison - Bavaria (m/f/d),Alimera Sciences,München,"Effective and influential communicator - Highly articulate and persuasive during formal and informal presentations; able to convey complex, scientific…",0.0
"Medical Science Liaison Germany - International, Oncology, Start-Up Biotech",Amplity Health,Deutschland,"Within this role as a Medical Science Liaison (MSL), you are to be the trusted scientific partner in the field for external experts and decision-makers engaging…",0.0
"Medical Science Liaison, temporary - 12 months",Incyte Corporation,Deutschland,Discuss scientific data on Incyte products with all relevant stakeholders (i.e. hematologists and oncologists).Leipzig and north-eastern part of Hesse incl.,0.0
Medical Scientific Liaison (m/f/d) DACH,Abiomed,Nordrhein-Westfalen,The Medical Scientific Liaison shall act as a medical-scientific expert between Abiomed and the medical community through the communication of medical…,0.0
Medical Scientific Liaison (m/f/d) DACH,Abiomed,Deutschland,The Medical Scientific Liaison shall act as a medical-scientific expert between Abiomed and the medical community through the communication of medical…,0.0
Medical Scientific Liaison Manager (m/f/d),OPTARES Gmbh & Co. KG,Home Office,"PhD in natural sciences, medical science or pharmaceutical science.A proven track record indealing with KOLs in medical scientific face to face discussions on…",0.0
