title,company,location,description
Marketing Automation Manager,Beekeeper,Berlin,Ensures compliance while executing nurturing campaigns and collecting data.Able to analyze quantitative and qualitative data to make strategic decisions.
(Italian native) Coaching Consultant (f/m/d),CoachHub GmbH,Berlin,Your data will not be passed on to third parties and you can request the deletion of your data at any time.Unsere Vision ist der „Persönliche Coach“ für jeden…
Wissenschaftliche/r Mitarbeiter/in (m/w/d),Universität Rostock,Rostock,"Die Universität Rostock bietet Ihnen eine vielfältige, abwechslungsreiche und anspruchsvolle Tätigkeit in einer.Wissenschaftliche/r Mitarbeiter/in (m/w/d)."
Account Executive - Digital Solutions (m/f/d),Bilfinger,Heidelberg,"Around the world, data is being generated at an exponential rate and many commercial institutions worldwide are ill-equipped to handle data at scale."
Yard Operations Area Manager (m/f/d),Amazon Koblenz GmbH,Krefeld,"Experience with performance metrics, decision making based on data and leading process improvements.He/she has the ability to lead and mentor people; analyse…"
Lead Systems Engineer,Syncreon,Niederaula,"A bachelor's degree in computer science OR A combination of equivalent professional training and certifications, combined with a minimum of 5+ years related…"
"Sr Functional Marketing Manager, EU Search Marketing (f/m)",Amazon Deutschland Servcs GmbH,München,"The role requires data savviness, curiosity to seek out new possibilities and dive deep into solutions to support them.For this position we expect:"
Senior Product Manager (f/m/x) - Procurement Software,Celonis,München,"... have a good understanding of data structures in ERP systems (SAP, Oracle, Coupa).... might have experience with data models and frontend analytics apps…"
"(Senior) Quality Engineer, Battery Pack (m/w/d) - Gigafactory Berlin",Tesla,Grünheide,"Position: Quality Engineer, Battery Pack.Accountable for the quality of incoming components, quality controls and assurance in production process, root cause…"
Head of Data (m/f/d),Friendsurance,Berlin,"3+ years of hands-on implementation experience in the field of data engineering or data science, preferably having delivered data solutions end to end."
Solutions Architect,Databricks,München,Understanding of customer-facing pre-sales or consulting role with a core strength in either data engineering or data science advantageous.
IT Software Developer DSL Domaine,Antal International / Ohana GmbH,Nürnberg,You have successfully completed a degree in (business) computer science or mathematics and have at least three years of professional experience in software…
Software/Web Developer (m/f): Startup Associate/Cofounder,AridGreen Technologies Gbr,Reutlingen,L You also have the following experience: - university degree in computer science or comparable - expertise in developing platforms.
Duales Studium Informatik (m/w/d) 2021,eXXcellent solutions,Ulm,EXXcellent solutions steht für maßgeschneiderte Softwarelösungen und umfassende Beratung in allen Branchen.Wir glauben an die Einzigartigkeit unserer namhaften…
Software Developer (m/w/d),MakeIT Consulting GmbH & Co.KG,Bensheim,"Reizen Sie spannende IT-Projekte für namhafte Kunden?Dann kommen Sie jetzt zu uns.Wir sind ein junges, innovatives, mittelständisches IT…"
Projektmanager (m/w/d) Customer Insights,PENNY International,Köln,"Ort: 50933 Köln | Vertragsart: Vollzeit, unbefristet | Job-ID: 197022.Als Teilbereich des strategischen Marketings von PENNY International ist der Bereich…"
(Associate) Developer (f/m/d) for Academic Partnerships - SAP Innovation Center Network,SAP,München,"Strong programming skills in at least one programming language and relevant work experiences in software development projects, preferably with a focus on data…"
Professur für Diskrete Mathematik (W 1 Tenure Track-Professur mit Tenure Option auf W 3) - englische Fassung,Universität Passau,Passau,"Cies: algorithmically oriented mathematics and theoretical computer science as a formal, the-.Oretical foundation; and computer science with a focus on…"
PhD Student (f/m/d): Computational Methods for Cell Shapes and Elastic Materials – Numerical PDE Solvers on Complex Shapes,Helmholtz-Zentrum Dresden-Rossendorf,Görlitz,Broad national and international science networks.A solid background in computing and natural science.The Center's focus is on interdisciplinary research in…
Senior DevOps Engineer,ITSELECTA,Leipzig,"University degree in computer science or any related fields.Without this statement, we cannot process your data and contact you.They are now looking for a:"
Full Stack Engineer/Developer,Celonis,München,"...have an above – average university degree in the area of computer science or a comparable education.For the frontend we use Angular, Typescript, HTML5 and…"
Working Student (m/f/d) Backend Development,allmyhomes GmbH,Berlin,"Currently enrolled in University studying computer science or similar.Following the entry of TPA Real Estate Brands founder Lutz Grimm, we continue to…"
Senior Frontend Engineer (m/f/x),Celonis,München,You are passionate about data visualization and developing web applications?... have an above – average university degree in the area of computer science or a…
Lehrstuhl für Mathematical Logic (W 3) - englische Fassung,Universität Passau,Passau,"Cies: algorithmically oriented mathematics and theoretical computer science as a formal, the-.Oretical foundation; and computer science with a focus on…"
Lehrstuhl für Funktionalanalysis (W 3) - englische Fassung,Universität Passau,Passau,"Competencies: algorithmically oriented mathematics and theoretical computer science as a.Formal, theoretical foundation; and computer science with a focus on…"
(JUNIOR) TECHNICAL CONSULTANT (M/W/D),Smart Digital GmbH,Gerlingen,Wir sind ein innovatives Beratungs- und Technologieunternehmen mit Fokus auf Data Driven Marketing und Data Science.(JUNIOR) TECHNICAL CONSULTANT (M/W/D).
Cyber Security Professionals (All Levels),Leidos,Wiesbaden,"Strong IT skills including knowledge on hardware, software, networks, and data centers.Leidos is a Fortune 500® information technology, engineering, and…"
Senior Frontend Engineer (m/f/d),Othoz,Berlin,Besides building an elegant user-interface a key part of your role will be building interactive visualizations of financial data as well as interfaces and…
Softwareentwickler in der Robotik,Brunel,Mannheim,Möchten Sie die nächste Stufe in Ihrer Karriere erreichen?Bei Brunel haben Sie die Möglichkeit sich bei namhaften Kunden kontinuierlich weiterzuentwickeln –…
(Senior) Solution Consultant (Delivery) (m/f/x),Celonis,München,"You perform data transformation, develop analyses and derive business cases.As a Senior Process Mining Consultant, you identify our customers' strategic…"
"Web-/Software-Entwickler Backend (PHP, MySQL) (m/w/d)",RSU GmbH,Bretten,"Am Standort Bretten bauen wir ein neues Team auf und suchen dich im Bereich der PHP-Entwicklung.Im Team hast du die Möglichkeit, deine Vorstellungen…"
Senior Java Software Engineer - Discovery Experience (f/m/d),Delivery Hero,Berlin,"Design and implement cutting-edge big data applications, which will transform the food and grocery delivery industry.Want to be a hero?"
Director Consulting Expert (m/w/d) Automotive,"CGI Group, Inc.",München,Die Automobilbranche steht vor einem großen Umbruch.Neben wachsenden regulatorischen Anforderungen fordert die Digitalisierung den Aufbau neuer…
Werkstudent (m/w/d) Civil National Security 1 1,Atos,Düsseldorf,"Werkstudent (m/w/d) Civil National Security 1 1.Publish Date: Dec 10, 2020.Düsseldorf, Nrth Rhine Westfalia, DE.Umgang mit MS Office Produkten."
(Senior) DevOps-Engineer for SAP Cloud Infrastructure Monitoring (f/m/d),SAP,Sankt Leon-Rot,"The Cloud Platform Monitoring Team operates the datalake & monitoring data collection for Global Cloud Services, and by doing this helps to improve stability &…"
Freelance Senior UX/UI Designer (Parental leave coverage),Cara Care,Berlin,"It will then analyze the data and show correlations to make improvements in your everyday diet.By downloading the Cara Care app, individuals can customize…"
Senior Cloud & Backend Engineer (m/w/d),AVANTGARDE Experts,München,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…"
Fully-funded PhD positions in Imaging and Data Science in Berlin,Max-Delbrück-Centrum für Molekulare Medizin,Berlin-Buch,"You are an enthusiastic student with a strong interest in life sciences, with emphasis on imaging and data science.Who are we looking for?"
Machine Learning / Computer Vision Intern - Munich Vision Lab,Apple,München,"Excellent understanding of data structures and algorithms.PhD or Masters in computer science, computer vision, computer graphics, machine learning, or…"
Data Scientist (m/w/d),Bayer,Frankfurt am Main,Vorantreiben der Integration von Data Science in die tägliche F&E-Praxis bei Bayer Crop Science und diese somit zu einer wissenschaftlichen Kerndisziplin neben…
Junior Data Engineer (m/w/d),sonnen GmbH,Berlin,"Build algorithms and data prototypes.Are passionate about exploring different data sources such as Sales Force, SAP and various unstructured and structured…"
Artificial Intelligence Internship (m/f/d),Altagram GmbH,Berlin-Friedrichshain,"Data science and machine learning (Pandas, scikit-learn).Analytical reasoning and complex problem solving involving mathematical programming and big data…"
BIONFORMATICIAN / DATA SCIENTIST (F/M/D) – 100%,Max-Delbrück-Centrum für Molekulare Medizin,Berlin-Buch,We are seeking an experienced computational scientist that is eager to explore new ‘big data’ approaches to integrate proteomics and genomics data.
Data Strategist,Denodo Technologies,München,Play a key consultative role in the development of data strategies for various customers to help shape the future of what their data-centric organizations look…
Praktikant*in im Bereich Data & Analytics für Projekt: globale e-Learning Platform,Deutsche Gesellschaft für Internationale Zusammena...,Bonn,"Im Auftrag des Bundesministeriums für wirtschaftliche Zusammenarbeit und Entwicklung führt die GIZ das digitale Flagship-Vorhaben ""Africa Cloud – innovative e…"
Data Scientist (m/w/d) German text,AP Sensing GmbH,Böblingen,Sie arbeiten in einem interdisziplinären Team mit Experten.Aus dem industriellen und universitären Umfeld um.Methoden des maschinellen Lernens zu entwickeln.
Master Thesis: AI-based sample-efficient environment model learning (all genders welcome),AUDI AG,Ingolstadt,Methods from the area of machine learning are successfully applied in analysis of vehicle data or data-driven vehicle development.
(Senior) Consultant Data Science / Data Management (w/m/d) - findic,zeb.consulting,Berlin,Gestalte mit deinem Format als Consultant für Data Science / Data Management analytische Modelle in der Finanzbranche.
"Bachelor-/Master-Thesis ""Tableau als Intermediär zwischen Data Science & Business Entscheidern"" (m/w/d)",Braincourt,Stuttgart,"Seit dem Gründungsjahr 2000 sind wir bei Braincourt darauf ausgerichtet, die Unternehmensleistung unserer Kunden zu steigern."
Senior Data Science Manager - Client Analytics - Central Europe,Visa,Frankfurt am Main,Providing subject matter expertise and quality assurance of complex data science projects.Evangelizes the creative use of data science to solve business…
(Senior) Developer (f/m/d) for Master Data Service,SAP,Potsdam,Excellent understanding of distributed systems as well as excellent programming skills and a solid foundation in computer science with strong competencies in…
Internship Pricing & Monetization Consulting,Axel Springer,Berlin,"Identify market trends, carry out market research, develop new products, analyze customer and competitor data, prepare presentations, and determine the impact…"
Fully-funded PhD positions in Biomedical Sciences at the MDC Berlin,Max-Delbrück-Centrum für Molekulare Medizin,Berlin-Buch,"Computational biology and data science.Your degree is in biology, biotechnology, medicine, molecular medicine, chemistry, computer science, data science,…"
Thesis or Student Project: Improve black car detection in LiDAR data,Blickfeld GmbH,München,Then suitable test data for public data sets could be used before we recorded and label our own test data.The first step will be researching suitable networks…
Network Specialist (m/f/d),Sixt Leasing SE,Leipzig,"You have completed a technical education, e.g. as a system administrator or have studied computer science or business informatics."
Lead Quantitative Research & Statistics ‏ (d/f/m),Henkel,Düsseldorf,"Minimum 8 years of relevant experience in statistics, decision science or data science.Evaluate and track the results of data-driven decisions together with…"
Staff Controls Engineer Beckhoff TwinCAT/ Staff Softwareentwickler Automatisierungstechnik (m/w/d) - Gigafactory Berlin,Tesla,Grünheide,Use Python scripting and SQL to interface equipment with Tesla Manufacturing Execution System (MES) and to collect data into production databases.
Thesis or Student Project: LiDAR - Perception for Autonomous Driving,Blickfeld GmbH,München,"⟋ Get acquainted with ROS, PCL or similar frameworks for handling LiDAR data.But in addition to great hardware, we also build software for processing that data…"
Entwickler mit Schwerpunkt Python / ML (w/m/d),PwC,München,"Wir sind ein internationales Netzwerk aus 284.000 Mitarbeiterinnen und Mitarbeitern, die ihr Wissen, ihre Erfahrungen und ihre Ideen miteinander teilen."
Point Cloud Data-Processing Software Engineer (m/f/d),Blickfeld GmbH,München,"⟋ You have a degree in computer science or equivalent.Together with the Object Recognition team, you develop algorithms and integrate Point Cloud data in…"
Virtuelle Auslegung von Schienenfahrzeugen,DLR - Deutsches Zentrum für Luft- und Raumfahrt,Stuttgart,Das Next Generation Train Projekt (NGT) bündelt die Forschungstätigkeiten im Bereich der Schienenfahrzeuge am DLR.Auswertung und Dokumentation der Ergebnisse.
"Masterstudiengang Business Analytics - Data Mining, IT (m/w/d)",Universität Ulm,Tübingen,"Bringen Sie Ihre Karriere in Schwung!Erweitern Sie Ihre Kompetenzen im Umgang mit den Herausforderungen ""Industrie 4.0"" und ""Big Data"" durch fundiertes Wissen!"
(Senior) BI Data Analyst (m/f/d),allmyhomes GmbH,Berlin,Presenting data analyses that drive both management decisions and client success.Experience in working with data visualization tools (ideally Tableau).
Lead Data Engineer ‏ (d/f/m),Henkel,Düsseldorf,"Translate objectives into a project plan for your team covering data collection, data use, and data provisioning.Lead and develop a team of data engineers."
Research assist­ant - 0.5 work­ing time,Technische Universität Berlin,Berlin,"Please find our data protection notice acc.Successfully completed social science university degree (Master, Diplom or equivalent)."
Industrial Robotics,Frankfurt University of Applied Sciences,Frankfurt am Main,In agreement with statutory data protection.We greatly value the protection of your personal data.Please find the relevant references to the statutory data…
Data Architect with Azure proficiency (m/w/d),Enpal GmbH,Berlin-Friedrichshain,You create data monitoring models for the existing and future data processing pipelines.You design & create a data processing pipeline for still and streaming…
Master of Science (M.Sc) (w/m/d) Start 2021 (VT/STAR) in München,SAP,Hallbergmoos,"Die SAP wurde 1972 von fünf Kollegen ins Leben gerufen, die etwas Neues auf die Beine stellen wollten.Gemeinsam erfanden sie Unternehmenssoftware neu und…"
"Customer Engineer, Government, Google Cloud (English)",Google,Berlin,"The Google Cloud Platform team helps customers transform and evolve their business through the use of Google’s global network, web-scale data centers and…"
Software Engineer (m/f/d),Bombardier,Mannheim,"University or university of applied sciences degree (electrical engineering or automation technology, technical computer science).It’s all about progress."
Bachelor of Science (B.Sc.) (w/m/d) Wirtschaftsinformatik Start 2021 in Walldorf (VT/STAR),SAP,Walldorf,"Die SAP wurde 1972 von fünf Kollegen ins Leben gerufen, die etwas Neues auf die Beine stellen wollten.Gemeinsam erfanden sie Unternehmenssoftware neu und…"
Working Student Software Developer,D4L data4life gGmbH,Berlin,"Data management scripts for conversion of healthcare data.Maintenance of a JVM library used with partners for ingesting data.As our new colleague, you will."
Employee with uni­versity degree - salary grade E 13 TV-L Ber­liner Hoch­schu­len - Sci­ence com­mu­nic­a­tion,Technische Universität Berlin,Berlin,"Please find our data protection notice acc.Proven experience and expertise in knowledge transfer, science communication and/or participation."
Naturwissenschaftler/Ingenieur/Mathematiker (w/m/d),Salzgitter AG,Salzgitter,"Sie analysieren Produktionsprozesse und Werkstoffverhalten mit mathematischen Methoden anhand von Prozess- und Qualitätsdaten (Advanced Analytics, Data Mining)."
Research Associate (f/m/div) - Digital Government/Public Management Reform,Hertie School of Governance,Berlin,"A stimulating international and diverse environment in multiple areas of social science, high-quality teaching and public policy."
Working Student (f/m/d): In the Area of Enterprise Data Technology,SAP,Walldorf,"Operationally support the master data workstreams in the S4/HANA deployment.As part of SAP’s IT Services organization, the Enterprise Data Technology is…"
W2-Professur Micromechanical Material Modeling [Mikromechanische Materialmodellierung],Technische Universität Bergakademie Freiberg,Freiberg,"The Faculty of Mechanical, Process and Energy Engineering at Technische Univer-.Sität Bergakademie Freiberg invites applications for a full professorship."
"Senior Counsel R&D Legal - Science, Technology and Innovation",GSK,München,"Significant experience of data privacy as applied to human subject research.This role currently provides support for digital, data and analytics initiatives…"
Thesis or Student Project: LiDAR Data Processing,Blickfeld GmbH,München,"⟋ Object classification of 3D LiDAR data.⟋ Create a LiDAR data showcase with Web technology (Javascript).⟋ Reliably find markers in 3D LiDAR data (ROS, PCL)."
Postdoc in Cognitive Neuroscience / Computational Neurology,Forschungszentrum Jülich,Jülich,Acquisition and analysis of these MEG/EEG data with innovative methods.Researchers at the department Cognitive Neuroscience of the Institute of Neuroscience…
Digital Biomarker Scientist (m/f/d),Hays,Basel,Previous experience with analyzing data and/or implementation of information workflows.Work in cross-functional teams to define unmet measurement needs and…
Werkstudent Testmanagement Elektrische Antriebe (w/m/x),BMW AG,München,"Mehr als 90 % aller Innovationen im Automobil basieren auf Elektronik und Software.Gerade hier sind große Freiräume und vernetztes Denken gefordert, um die…"
(Junior) IT Systems Administrator (m/f/d),Temedica GmbH,München,"While doing so, you support our people to excel within the medical data and app industry.At Temedica, we combine digital technologies with medical science -…"
SAP Career Starters - Become SAP Support Engineer (f/m/d) at CoE EMEA,SAP,Sankt Leon-Rot,"A university degree in natural, economic or engineering sciences, e.g. computer science, business informatics, industrial engineering, mathematics, physics."
R&D Laser Engineer,Delphi HR-Consulting,Frankfurt am Main,You can rest assured that we treat your data with absolute confidentiality.Evaluate feasibility of projects via laboratory experiments and data analysis…
Python Developer (m/f/x),Aaron.ai,Berlin-Kreuzberg,"You studied computer science or a comparable subject at an university or an university of applied science.Using our platform for artificial intelligence, we…"
Healthcare Business Development Manager - Data Analytics (m/f/d),Temedica GmbH,München,"This role is highly cross-functional and includes the cooperation of all our teams, from business to technology, from data science to data protection and much…"
IT (Lead) Business Consultant - Data Lineage Expert,Boehringer Ingelheim,Ingelheim am Rhein,"Strong knowledge and understanding of data flows, business data needs and processes around data management in global environments is key."
Advanced Consultant,NNIT,Frankfurt am Main,"Would you like to be part of a fast-growing IT company dedicated to Pharma & Life Sciences?Does your passion lie within ensuring the Quality, Compliance and…"
Dozenten (m/w/d) Digital Business and Data Science,University of Applied Sciences Europe GmbH,Hamburg,"Global University Systems (GUS) ist ein internationales Netzwerk von Hochschuleinrichtungen, die durch eine gemeinsame Leidenschaft für erschwingliche,…"
(Junior) Developer (f/m/d) for ABAP Platform Wanted,SAP,Walldorf,"Creating tools for large-scale data modeling and data analytics.A good to excellent degree in computer science, mathematics, natural science, engineering or…"
Communication/DSP R&D FPGA Engineer (m/f/x),Mynaric AG,Gilching,"Degree in electrical engineering or computer science to a master’s degree or above.Our terminals offer data rates from 100 Mbps to 10Gbps and above, and as…"
Commercial Regional Price Strategy Specialist (m/f/d),Corning,Berlin,Corning is one of the world’s leading innovators in materials science.Manage price communication towards channels on a regular basis by defining a repeatable…
PhD Student (m/f/d) | Labor Demography,Max Planck Institute for Demographic Research,Rostock,"Additional, alternative data sources include register-based data from other countries, as well as large-scale survey data.Job Offer from December 09, 2020."
Postdoctoral Researcher (f/m/x),Deutsches GeoForschungsZentrum - GFZ,Potsdam,Experience in hyperspectral remote sensing data analysis.Your personal data will be treated in line with Art.As a partner in Geo.State-of-the-art equipment.
Junior Softwareentwickler C++ (m/w),codemanufaktur GmbH,Erlangen,"„Handmade Software“ – wir leben unser Handwerk, unsere Werkstücke sind digital.Wir sind auf die Entwicklung komplexer Individualsoftware und Data Science…"
(Senior) Data Engineer (f/m/x),D4L data4life gGmbH,Berlin,Develop and maintain data processing pipelines from diverse data sources.You have solid practical experience (2+ years) in building data pipelines and data…
Working student - Enterprise Architecture (m/f/d),SYNLAB,München,"Close data quality gaps with all SYNLAB countries to ensure up to date data is contained within the architecture repository.Place of work: Munich, Germany."
Chief Security Officer at Bosch IoT Start-up,Security and Safety Things,München,Experience: At least 5 years of experience working in computer security / cybersecurity and familiarity with relevant data protection legislation.
PhD Student in Labor Demography,Max-Planck-Institut für demografische Forschung,Rostock,"Additional, alternative data sources include register-based data from other countries, as well as large-scale survey data.Letter of interest (Max pages)."
Data Scientist Infektionsforschung,Brunel,Braunschweig,"Sie suchen eine neue Herausforderung in einem Umfeld, das Sie persönlich und fachlich fördert?Dann nutzen Sie die Möglichkeit mit Brunel voranzukommen,…"
Postdoc in Scientific Software Development (m/w/d),Dassault Systèmes,Leverkusen,"Validate and improve the scientific solutions against publically available data and methods.Validate and improve the method against available data, from…"
Manager / Business Intelligence / Data Science / IT (m/w/d),Campusjäger GmbH,Frankfurt am Main,"Du berätst und betreust unsere Kunden in fachlichen, organisatorischen und IT-bezogenen Fragestellungen zu BI- und Data Analytics-Themen."
Junior Software Engineer / Data Science / IT (m/w/d),Campusjäger GmbH,Hochheim am Main,"Du legst Wert auf eine Unternehmenskultur, in der flache Hierarchien sowie Kommunikation auf Augenhöhe tatsächlich gelebt werden?"
Front-End Developer (m/f/d),presize.ai,München,Setup A/B tests and rapidly iterate based on data-driven insights from user analytics and business intelligence.
Growth Marketing Manager (m/f/d) | Cologne / Remote,Polycare,Gehlberg,"At Polycare we work at the intersection of applied science, product & process development, architecture, business and global markets."
Doktorand*in im Bereich Demografie der Arbeit,Max-Planck-Institut für demografische Forschung,Rostock,Doktorand*in im Bereich Demografie der Arbeit.Das MPIDR ist eines der international führenden Zentren für Bevölkerungswissenschaft.
"Software Engineer (Java, Kafka)",Nexthink,Berlin,"Does working on data-intensive high-scale data-pipelines processing billions of events per day appeal to you?Then continue reading, you are in the right place!"
Technology Researcher / Engineer (f/m/d) - Emerging Technologies & Applications,SAP,Potsdam,"A good foundation in computer science, algorithms, data structures, object-oriented programming, design patterns, multi-threaded programming, and software…"
(Junior) Developer for Cloud Native Projects,SAP,Walldorf,"Experience with object-oriented programming, common data structures, and algorithms.Excellent degree in computer science, software engineering, or a related…"
Praktikum Prozessdigitalisierung bei Finance 4 DB,Deutsche Bahn,Berlin,Die Deutsche Bahn bietet deutschlandweit über 500 Berufe und vielfältige Einstiegsmöglichkeiten für Studenten und Absolventen.
STUDENT POSITION (M/F/D) - DIGITIZATION STRATEGY AND PROCESS MANAGEMENT,Technische Universität München,München,"Working on solutions to create lean and networked processes, including tool support and relevant compliance issue, such as data governance."
Software Community Manager,Forschungszentrum Jülich,Jülich,"To cope with the tremendous complexity of the brain and make neuroscientific data publicly accessible, the ""Big Data Analytics"" department develops Machine…"
Development Manager (f/m/d) for Cross Product Architecture Innovations,SAP,Potsdam,"You have a background in a software engineering related role like development, site reliability engineering, data science, agile coaching or product management."
Functional Safety Manager (f/m/d),Kongsberg Automotive GmbH,Hallbergmoos,"As a key player in the project, he is KA interface for external stakeholders related to functional safety data and compliance around."
Dozenten (m/w/d) Digital Business and Data Science,Hochschule für angewandte Wissenschaften Europa,Hamburg,Weitere Informationen zu unserem Netzwerk finden Sie unter: www.ue-germany.com.Besuchen Sie unsere Karriere Website: https://www.ue-germany.com/blog/career.
Full Stack Developer (Typescript) (m/w/d),UNICEPTA GmbH,Köln,"Our data platform processes news articles and allows our business teams to build data monitoring and analysis solutions, custom tailored for a broad range of…"
System Architect (f/m/d) Shared Autonomous Mobility,Siemens Mobility GmbH,München,"You hold a completed master’s degree in computer science, electrical engineering or similar technical degree and have worked many years as system architect."
Architekt*in (Schwerpunkt Industriebau),Arup,Deutschland,"Arup ist ein weltweit tätiges Büro von Planer*innen, Ingenieur*innen, Berater*innen und Spezialist*innen.Mit über 14.000 Mitarbeiter*innen in über 30 Ländern…"
Trial Clinical Pharmacokineticist Oncology,Boehringer Ingelheim,Biberach an der Riß,"PhD or Master’s Degree in Clinical Pharmacology, Pharmaceutics, Medicine or any other life science area with relevant experience in the pharmaceutical industry,…"
Scientist (Tenure Track) for the external seeding project at FLASH2020+,Deutsches Elektronen-Synchrotron DESY,Hamburg,"Development of tools for fast diagnostics and data analysis in simulation and experiment.In this way, DESY contributes to solving the major questions and…"
Python Developer (m/f/x),Aaron.ai,Berlin-Kreuzberg,You studied computer science or a comparable subject at an university or an university of applied science.Aaron.ai represents a new generation of voice control…
Cloud Apllication Developer (Junior) (f/m/d) - SAP Event Ticketing,SAP,Walldorf,"In our team you will be responsible for your development projects, this could be back end, front end, web application, data and application integration, as well…"
Student Job: Web Development for Machine Learning Applications (f/m/div)*,Infineon Technologies,München,"Including data gathering, training, and labeling;“Machine Learning"" is not a buzzword anymore.Numerous real-world applications are in the market developed…"
Salesforce Admin/Developer,Mambu von ITbbb.de,Berlin,"Implement and support process improvement to ensure high and consistent data quality.A Bachelors degree in business, computer science, MIS, engineering or…"
(Senior) Product Owner for Personalization (all genders) - in Berlin,MBition GmbH,Berlin,"Understanding of challenges and constraints within the automotive domain and processes (e.g. Automotive SPICE, ASIL, data protection)."
Thesis Student (f/m/d) Finance Innovation & Optimization,MHP – A Porsche Company,Ludwigsburg,Mit MHP wird Zukunft gestaltet und Sie sind aktiv dabei.Das macht uns zum idealen Sparrings-Partner für Studierende.
Werkstudent IT Security & Privacy (m/w/d) - congstar GmbH,congstar GmbH,Köln,Du arbeitest mit vollem Einsatz an Entwicklung und Umsetzung von IT-Security Konzepten mit und beantwortest unter anderem Anfragen von Endkunden.
Senior Full Stack Developer as Data Engineer (m/f/x),Zeppelin Lab GmbH,Garching bei München,As a team member of the data-services team you develop and operate (DevOps) multiple data services and user-visible systems in a test-driven mannerBuild up a…
Technical Architect - Services,Slack,München,"You ensure detailed integration with other systems and apps, including identity management, eDiscovery, data loss prevention, other SaaS products, and internal…"
(Senior) Technical AI Project Manager (m/w/d),UnternehmerTUM GmbH,Garching bei München,Die appliedAI-Initiative ist die größte deutsche Initiative zur Förderung der Anwendung von KI-Technologie in der deutschen Industrielandschaft.
Full-Stack Developer Associate (f/m/d) for Strategic Projects,SAP,Potsdam,"Very good programming skills (e.g. in TypeScript, Python, Go, Swift, Kotlin …) and strong competencies in computer science including data structures, algorithms…"
Cyber Security Testing Expert (Junior/Senior),Cymotive,Wolfsburg,Setup and prepare test environment and test data.CYMOTIVE Technologies is a pioneer in functional security testing in the automotive domain and is looking for…
Software Developer TCMS (m/w/d),Bombardier,Mannheim,"University or university of applied sciences degree (electrical engineering or automation technology, technical computer science).It’s all about progress."
(Senior) Developer (f/m/d)- SAP Intelligent Enterprise,SAP,Walldorf,"Design and develop the next generation data model (One Domain Model) as well as tools, SDKs, and services easing the consumption of the One Domain Model."
(Senior) Developer (f/m/d) - Data Warehouse Cloud Foundation team,SAP,Walldorf,"Very good university bachelor’s degree in computer science or related fields.To strengthen our team, we are looking for a (Senior) Developer who would like to…"
Environmental Program Manager – Extended Producer Responsibility,Amazon Deutschland Servcs GmbH,München,"Broad experience applying data-driven decision making across multiple industries.7+ years of experience in project management on data analysis, compliance or…"
Inside Sales Executive - Field Engineering,Underwriters Laboratories Inc.,Neu Isenburg,Please add the following clause: I hereby give consent for my personal data included in my application to be processed for the purposes of the recruitment…
CYS Functional Technology Specialist NF-04,US Department of the Army,Stuttgart,"Successful completion of a 4-year college or university with coursework in computer science, information technology or a closely related field highly desirable."
Python Developer (d/m/f) - Mandarin native speaker,Bayes Esports,Berlin,"Taking part in the development of a new data-processing service.We are passionate gamers at heart—a small, agile team of esports veterans building a…"
Flight Dynamics Operations Engineer (Interplanetary and Lagrange Point Missions),RHEA Group,Darmstadt,"Trajectory Optimisation for interplanetary transfer and science phases.When you work for RHEA, you will have the opportunity to work alongside some of the best…"
Web Analyst (m/w/d),why worry GmbH,Langenfeld,"Wenn zukunftssichere und attraktive Stellen im Digital- & IT-Umfeld gefragt sind, ist why worry die Antwort.Genieß das gute Gefühl, einen Profi an Deiner Seite…"
UX/UI Designer (m/f/x),Temedica GmbH,München,"At Temedica, we combine digital technologies with medical science - two areas that for us are inseparable.It means you get the opportunity to craft the future…"
Security Associate/Specialist (f/m/d) - SAP HANA & Analytics Security Cross Engineering,SAP,Walldorf,"You are interested and passionate about security and data protection?University degree (Bachelor or Master) in computer science, physics, mathematics or…"
(Senior) Product Manager (m/f/d),Freeletics GmbH,München,Work closely with the sport science team and translate sport science knowledge into product features.You are data-driven with a broad experience in user…
Senior Mobile App Engineer (Flutter),HOLOSWITCH,Berlin,"Experience with resource optimization like data-usage and battery consumption.We are a brand new start-up made of VR enthusiasts, evangelists, and engineers…"
(Senior) Developer (f/m/d) for Business Process Intelligence,SAP,Berlin,"Excellent programming skills in JavaScript, Java and Python and a solid foundation in computer science with strong competencies in data structures, algorithms,…"
Python Developer (d/m/f) - Mandarin native speaker,Bayes Esports,Berlin,"Taking part in the development of a new data-processing service.We are passionate gamers at heart—a small, agile team of esports veterans building a truly…"
Senior Medical Writer (m/f/d),medac Gesellschaft für klinische Spezialpräparate,Wedel,"Life science degree or equivalent.General knowledge of clinical development process, regulatory and drug safety requirements, clinical data management and…"
CTSU Packaging & Labeling Expert (m/f/d),Hays,Ulm,Profound knowledge of laboratory and manufacturing data systems in a regulated or R+D environment.Good understanding of the impact of standardization…
Senior Product Manager - SaaS/B2B (f/m/d),shyftplan.com,Berlin,"An educational background in computer science, engineering or in a related field.Own sprint planning by providing and managing clear product objectives based…"
